lead_id,age,gender,current_city,current_education,parent_occupation,lead_gen_source,jnr_sm_id,lead_stage,call_status,call_reason,snr_sm_id,cycle,Reason_for_not_interested,language,watched_percentage,Lead_Status
USR1011,20,FEMALE,Hyderabad,B.Tech,Private Employee,website,JNR1001MG,conversion,successful,successful_conversion,SNR501MG,3,Shown Interest,Telugu,44.0,Yet to convert Lead
USR1012,20,FEMALE,Hyderabad,B.Tech,Business,social_media,JNR1001MG,Lead Stage,successful,lead_introduction,SNR501MG,3,Shown Interest,Telugu,46.0,Yet to convert Lead
USR1012,20,FEMALE,Hyderabad,B.Tech,Business,social_media,JNR1001MG,Lead Stage,successful,demo_schedule,SNR501MG,3,Shown Interest,Telugu,46.0,Yet to convert Lead
USR1012,20,FEMALE,Hyderabad,B.Tech,Business,social_media,JNR1001MG,Lead Stage,successful,demo_not_attended,SNR501MG,3,Shown Interest,Telugu,46.0,Yet to convert Lead
USR1012,20,FEMALE,Hyderabad,B.Tech,Business,social_media,JNR1001MG,awareness,successful,post_demo_followup,SNR501MG,3,Shown Interest,Telugu,46.0,Yet to convert Lead
USR1012,20,FEMALE,Hyderabad,B.Tech,Business,social_media,JNR1001MG,consideration,successful,interested_for_conversion,SNR501MG,3,Shown Interest,Telugu,46.0,Yet to convert Lead
USR1012,20,FEMALE,Hyderabad,B.Tech,Business,social_media,JNR1001MG,consideration,successful,followup_for_conversion,SNR501MG,3,Shown Interest,Telugu,46.0,Yet to convert Lead
USR1012,20,FEMALE,Hyderabad,B.Tech,Business,social_media,JNR1001MG,consideration,unsuccessful,interested_for_conversion,SNR501MG,3,Shown Interest,Telugu,46.0,Yet to convert Lead
USR1012,20,FEMALE,Hyderabad,B.Tech,Business,social_media,JNR1001MG,conversion,successful,successful_conversion,SNR501MG,3,Shown Interest,Telugu,46.0,Yet to convert Lead
USR1013,21,FEMALE,Hyderabad,Degree,Lawyer,SEO,JNR1001MG,Lead Stage,unsuccessful,lead_introduction,SNR501MG,3,Shown Interest,Telugu,50.0,Yet to convert Lead
USR1013,21,FEMALE,Hyderabad,Degree,Lawyer,SEO,JNR1001MG,Lead Stage,successful,lead_introduction,SNR501MG,3,Shown Interest,Telugu,50.0,Yet to convert Lead
USR1013,21,FEMALE,Hyderabad,Degree,Lawyer,SEO,JNR1001MG,Lead Stage,unsuccessful,demo_schedule,SNR501MG,3,Shown Interest,Telugu,50.0,Yet to convert Lead
USR1013,21,FEMALE,Hyderabad,Degree,Lawyer,SEO,JNR1001MG,Lead Stage,successful,demo_schedule,SNR501MG,3,Shown Interest,Telugu,50.0,Yet to convert Lead
USR1013,21,FEMALE,Hyderabad,Degree,Lawyer,SEO,JNR1001MG,Lead Stage,successful,demo_not_attended,SNR501MG,3,Shown Interest,Telugu,50.0,Yet to convert Lead
USR1013,21,FEMALE,Hyderabad,Degree,Lawyer,SEO,JNR1001MG,awareness,successful,post_demo_followup,SNR501MG,3,Shown Interest,Telugu,50.0,Yet to convert Lead
USR1013,21,FEMALE,Hyderabad,Degree,Lawyer,SEO,JNR1001MG,consideration,unsuccessful,interested_for_conversion,SNR501MG,3,Shown Interest,Telugu,50.0,Yet to convert Lead
USR1013,21,FEMALE,Hyderabad,Degree,Lawyer,SEO,JNR1001MG,consideration,successful,followup_for_conversion,SNR501MG,3,Shown Interest,Telugu,50.0,Yet to convert Lead
USR1013,21,FEMALE,Hyderabad,Degree,Lawyer,SEO,JNR1001MG,consideration,successful,interested_for_conversion,SNR501MG,3,Shown Interest,Telugu,50.0,Yet to convert Lead
USR1013,21,FEMALE,Hyderabad,Degree,Lawyer,SEO,JNR1001MG,conversion,successful,successful_conversion,SNR501MG,3,Shown Interest,Telugu,50.0,Yet to convert Lead
USR1014,22,MALE,Hyderabad,Looking for Job,IT Employee,SEO,JNR1001MG,Lead Stage,successful,lead_introduction,SNR501MG,3,Wants offline classes,Telugu,51.0,Yet to convert Lead
USR1014,22,MALE,Hyderabad,Looking for Job,IT Employee,SEO,JNR1001MG,Lead Stage,successful,demo_schedule,SNR501MG,3,Wants offline classes,Telugu,51.0,Yet to convert Lead
USR1014,22,MALE,Hyderabad,Looking for Job,IT Employee,SEO,JNR1001MG,awareness,successful,post_demo_followup,SNR501MG,3,Wants offline classes,Telugu,51.0,Yet to convert Lead
USR1015,25,FEMALE,Hyderabad,10th Completed,Government Employee,SEO,JNR1001MG,Lead Stage,unsuccessful,lead_introduction,SNR501MG,3,Wants offline classes,Hindi,44.0,Yet to convert Lead
USR1015,25,FEMALE,Hyderabad,10th Completed,Government Employee,SEO,JNR1001MG,Lead Stage,successful,lead_introduction,SNR501MG,3,Wants offline classes,Hindi,44.0,Yet to convert Lead
USR1015,25,FEMALE,Hyderabad,10th Completed,Government Employee,SEO,JNR1001MG,Lead Stage,successful,demo_schedule,SNR501MG,3,Wants offline classes,Hindi,44.0,Yet to convert Lead
USR1015,25,FEMALE,Hyderabad,10th Completed,Government Employee,SEO,JNR1001MG,awareness,successful,post_demo_followup,SNR501MG,3,Wants offline classes,Hindi,44.0,Yet to convert Lead
USR1015,25,FEMALE,Hyderabad,10th Completed,Government Employee,SEO,JNR1001MG,awareness,successful,followup_for_consideration,SNR501MG,3,Wants offline classes,Hindi,44.0,Yet to convert Lead
USR1016,18,MALE,Hyderabad,B.Tech,Business,SEO,JNR1001MG,Lead Stage,successful,lead_introduction,SNR501MG,4,Cannot afford,English,47.0,Yet to convert Lead
USR1016,18,MALE,Hyderabad,B.Tech,Business,SEO,JNR1001MG,Lead Stage,successful,demo_schedule,SNR501MG,4,Cannot afford,English,47.0,Yet to convert Lead
USR1016,18,MALE,Hyderabad,B.Tech,Business,SEO,JNR1001MG,awareness,successful,post_demo_followup,SNR501MG,4,Cannot afford,English,47.0,Yet to convert Lead
USR1016,18,MALE,Hyderabad,B.Tech,Business,SEO,JNR1001MG,Lead Stage,unsuccessful,demo_not_attended,SNR501MG,4,Cannot afford,English,47.0,Yet to convert Lead
USR1017,24,MALE,Hyderabad,Looking for Job,Lawyer,social_media,JNR1001MG,Lead Stage,successful,lead_introduction,SNR501MG,4,Shown Interest,English,42.0,Yet to convert Lead
USR1017,24,MALE,Hyderabad,Looking for Job,Lawyer,social_media,JNR1001MG,Lead Stage,successful,demo_schedule,SNR501MG,4,Shown Interest,English,42.0,Yet to convert Lead
USR1017,24,MALE,Hyderabad,Looking for Job,Lawyer,social_media,JNR1001MG,awareness,successful,post_demo_followup,SNR501MG,4,Shown Interest,English,42.0,Yet to convert Lead
USR1017,24,MALE,Hyderabad,Looking for Job,Lawyer,social_media,JNR1001MG,awareness,successful,followup_for_consideration,SNR501MG,4,Shown Interest,English,42.0,Yet to convert Lead
USR1017,24,MALE,Hyderabad,Looking for Job,Lawyer,social_media,JNR1001MG,consideration,successful,interested_for_conversion,SNR501MG,4,Shown Interest,English,42.0,Yet to convert Lead
USR1017,24,MALE,Hyderabad,Looking for Job,Lawyer,social_media,JNR1001MG,consideration,successful,followup_for_conversion,SNR501MG,4,Shown Interest,English,42.0,Yet to convert Lead
USR1017,24,MALE,Hyderabad,Looking for Job,Lawyer,social_media,JNR1001MG,conversion,successful,successful_conversion,SNR501MG,4,Shown Interest,English,42.0,Yet to convert Lead
USR1019,22,FEMALE,Bengaluru,Looking for Job,Government Employee,social_media,JNR1001MG,Lead Stage,successful,lead_introduction,SNR501MG,4,Cannot afford,Hindi,38.0,Yet to convert Lead
USR1019,22,FEMALE,Bengaluru,Looking for Job,Government Employee,social_media,JNR1001MG,Lead Stage,successful,demo_schedule,SNR501MG,4,Cannot afford,Hindi,38.0,Yet to convert Lead
USR1019,22,FEMALE,Bengaluru,Looking for Job,Government Employee,social_media,JNR1001MG,awareness,successful,post_demo_followup,SNR501MG,4,Cannot afford,Hindi,38.0,Yet to convert Lead
USR1020,25,MALE,Kochi,10th Completed,Doctor,social_media,JNR1001MG,Lead Stage,unsuccessful,lead_introduction,SNR501MG,4,Wants offline classes,English,36.0,Yet to convert Lead
USR1020,25,MALE,Kochi,10th Completed,Doctor,social_media,JNR1001MG,Lead Stage,successful,lead_introduction,SNR501MG,4,Wants offline classes,English,36.0,Yet to convert Lead
USR1020,25,MALE,Kochi,10th Completed,Doctor,social_media,JNR1001MG,Lead Stage,successful,demo_schedule,SNR501MG,4,Wants offline classes,English,36.0,Yet to convert Lead
USR1020,25,MALE,Kochi,10th Completed,Doctor,social_media,JNR1001MG,awareness,successful,post_demo_followup,SNR501MG,4,Wants offline classes,English,36.0,Yet to convert Lead
USR1021,18,FEMALE,Hyderabad,B.Tech,Professor/Faculty,social_media,JNR1002MG,Lead Stage,successful,lead_introduction,SNR501MG,1,Student not interested in domain,English,100.0,Yet to convert Lead
USR1021,18,FEMALE,Hyderabad,B.Tech,Professor/Faculty,social_media,JNR1002MG,Lead Stage,successful,demo_schedule,SNR501MG,1,Student not interested in domain,English,100.0,Yet to convert Lead
USR1021,18,FEMALE,Hyderabad,B.Tech,Professor/Faculty,social_media,JNR1002MG,awareness,successful,post_demo_followup,SNR501MG,1,Student not interested in domain,English,100.0,Yet to convert Lead
USR1022,24,FEMALE,Hyderabad,Looking for Job,Business,social_media,JNR1002MG,Lead Stage,successful,lead_introduction,SNR501MG,1,Shown Interest,Telugu,5.0,Yet to convert Lead
USR1022,24,FEMALE,Hyderabad,Looking for Job,Business,social_media,JNR1002MG,Lead Stage,successful,demo_schedule,SNR501MG,1,Shown Interest,Telugu,5.0,Yet to convert Lead
USR1022,24,FEMALE,Hyderabad,Looking for Job,Business,social_media,JNR1002MG,awareness,successful,post_demo_followup,SNR501MG,1,Shown Interest,Telugu,5.0,Yet to convert Lead
USR1022,24,FEMALE,Hyderabad,Looking for Job,Business,social_media,JNR1002MG,consideration,successful,interested_for_conversion,SNR501MG,1,Shown Interest,Telugu,5.0,Yet to convert Lead
USR1022,24,FEMALE,Hyderabad,Looking for Job,Business,social_media,JNR1002MG,consideration,successful,followup_for_conversion,SNR501MG,1,Shown Interest,Telugu,5.0,Yet to convert Lead
USR1022,24,FEMALE,Hyderabad,Looking for Job,Business,social_media,JNR1002MG,conversion,successful,successful_conversion,SNR501MG,1,Shown Interest,Telugu,5.0,Yet to convert Lead
USR1023,21,FEMALE,Hyderabad,Degree,Lawyer,social_media,JNR1002MG,Lead Stage,unsuccessful,lead_introduction,SNR501MG,1,Shown Interest,Telugu,52.0,Yet to convert Lead
USR1023,21,FEMALE,Hyderabad,Degree,Lawyer,social_media,JNR1002MG,Lead Stage,successful,lead_introduction,SNR501MG,1,Shown Interest,Telugu,52.0,Yet to convert Lead
USR1023,21,FEMALE,Hyderabad,Degree,Lawyer,social_media,JNR1002MG,Lead Stage,successful,demo_schedule,SNR501MG,1,Shown Interest,Telugu,52.0,Yet to convert Lead
USR1023,21,FEMALE,Hyderabad,Degree,Lawyer,social_media,JNR1002MG,Lead Stage,successful,demo_not_attended,SNR501MG,1,Shown Interest,Telugu,52.0,Yet to convert Lead
USR1023,21,FEMALE,Hyderabad,Degree,Lawyer,social_media,JNR1002MG,awareness,successful,post_demo_followup,SNR501MG,1,Shown Interest,Telugu,52.0,Yet to convert Lead
USR1023,21,FEMALE,Hyderabad,Degree,Lawyer,social_media,JNR1002MG,consideration,successful,interested_for_conversion,SNR501MG,1,Shown Interest,Telugu,52.0,Yet to convert Lead
USR1023,21,FEMALE,Hyderabad,Degree,Lawyer,social_media,JNR1002MG,consideration,successful,followup_for_conversion,SNR501MG,1,Shown Interest,Telugu,52.0,Yet to convert Lead
USR1023,21,FEMALE,Hyderabad,Degree,Lawyer,social_media,JNR1002MG,conversion,successful,successful_conversion,SNR501MG,1,Shown Interest,Telugu,52.0,Yet to convert Lead
USR1024,22,FEMALE,Kochi,Looking for Job,IT Employee,social_media,JNR1002MG,Lead Stage,successful,lead_introduction,SNR501MG,1,Cannot afford,Telugu,53.0,Yet to convert Lead
USR1024,22,FEMALE,Kochi,Looking for Job,IT Employee,social_media,JNR1002MG,Lead Stage,successful,demo_schedule,SNR501MG,1,Cannot afford,Telugu,53.0,Yet to convert Lead
USR1024,22,FEMALE,Kochi,Looking for Job,IT Employee,social_media,JNR1002MG,awareness,successful,post_demo_followup,SNR501MG,1,Cannot afford,Telugu,53.0,Yet to convert Lead
USR1025,25,FEMALE,Kochi,Looking for Job,Private Employee,email_marketing,JNR1002MG,Lead Stage,unsuccessful,lead_introduction,SNR501MG,1,Shown Interest,English,8.0,Yet to convert Lead
USR1025,25,FEMALE,Kochi,Looking for Job,Private Employee,email_marketing,JNR1002MG,Lead Stage,successful,lead_introduction,SNR501MG,1,Shown Interest,English,8.0,Yet to convert Lead
USR1025,25,FEMALE,Kochi,Looking for Job,Private Employee,email_marketing,JNR1002MG,Lead Stage,successful,demo_schedule,SNR501MG,1,Shown Interest,English,8.0,Yet to convert Lead
USR1025,25,FEMALE,Kochi,Looking for Job,Private Employee,email_marketing,JNR1002MG,awareness,successful,post_demo_followup,SNR501MG,1,Shown Interest,English,8.0,Yet to convert Lead
USR1025,25,FEMALE,Kochi,Looking for Job,Private Employee,email_marketing,JNR1002MG,awareness,successful,followup_for_consideration,SNR501MG,1,Shown Interest,English,8.0,Yet to convert Lead
USR1025,25,FEMALE,Kochi,Looking for Job,Private Employee,email_marketing,JNR1002MG,consideration,successful,interested_for_conversion,SNR501MG,1,Shown Interest,English,8.0,Yet to convert Lead
USR1025,25,FEMALE,Kochi,Looking for Job,Private Employee,email_marketing,JNR1002MG,consideration,successful,followup_for_conversion,SNR501MG,1,Shown Interest,English,8.0,Yet to convert Lead
USR1025,25,FEMALE,Kochi,Looking for Job,Private Employee,email_marketing,JNR1002MG,conversion,successful,successful_conversion,SNR501MG,1,Shown Interest,English,8.0,Yet to convert Lead
USR1026,18,MALE,Kochi,B.Tech,Business,SEO,JNR1002MG,Lead Stage,successful,lead_introduction,SNR501MG,2,No time for student,English,10.0,Yet to convert Lead
USR1026,18,MALE,Kochi,B.Tech,Business,SEO,JNR1002MG,Lead Stage,successful,demo_schedule,SNR501MG,2,No time for student,English,10.0,Yet to convert Lead
USR1026,18,MALE,Kochi,B.Tech,Business,SEO,JNR1002MG,awareness,successful,post_demo_followup,SNR501MG,2,No time for student,English,10.0,Yet to convert Lead
USR1027,24,FEMALE,Hyderabad,Looking for Job,Lawyer,SEO,JNR1002MG,Lead Stage,successful,lead_introduction,SNR501MG,2,Cannot afford,English,11.0,Yet to convert Lead
USR1027,24,FEMALE,Hyderabad,Looking for Job,Lawyer,SEO,JNR1002MG,Lead Stage,successful,demo_schedule,SNR501MG,2,Cannot afford,English,11.0,Yet to convert Lead
USR1027,24,FEMALE,Hyderabad,Looking for Job,Lawyer,SEO,JNR1002MG,Lead Stage,successful,demo_not_attended,SNR501MG,2,Cannot afford,English,11.0,Yet to convert Lead
USR1027,24,FEMALE,Hyderabad,Looking for Job,Lawyer,SEO,JNR1002MG,awareness,successful,post_demo_followup,SNR501MG,2,Cannot afford,English,11.0,Yet to convert Lead
USR1027,24,FEMALE,Hyderabad,Looking for Job,Lawyer,SEO,JNR1002MG,consideration,successful,interested_for_conversion,SNR501MG,2,Cannot afford,English,11.0,Yet to convert Lead
USR1027,24,FEMALE,Hyderabad,Looking for Job,Lawyer,SEO,JNR1002MG,consideration,successful,followup_for_conversion,SNR501MG,2,Cannot afford,English,11.0,Yet to convert Lead
USR1027,24,FEMALE,Hyderabad,Looking for Job,Lawyer,SEO,JNR1002MG,consideration,unsuccessful,followup_for_conversion,SNR501MG,2,Cannot afford,English,11.0,Yet to convert Lead
USR1028,18,FEMALE,Hyderabad,B.Tech,IT Employee,user_referrals,JNR1002MG,Lead Stage,unsuccessful,lead_introduction,SNR501MG,2,Wants offline classes,Telugu,50.0,Yet to convert Lead
USR1028,18,FEMALE,Hyderabad,B.Tech,IT Employee,user_referrals,JNR1002MG,Lead Stage,successful,lead_introduction,SNR501MG,2,Wants offline classes,Telugu,50.0,Yet to convert Lead
USR1028,18,FEMALE,Hyderabad,B.Tech,IT Employee,user_referrals,JNR1002MG,Lead Stage,successful,demo_schedule,SNR501MG,2,Wants offline classes,Telugu,50.0,Yet to convert Lead
USR1028,18,FEMALE,Hyderabad,B.Tech,IT Employee,user_referrals,JNR1002MG,awareness,successful,post_demo_followup,SNR501MG,2,Wants offline classes,Telugu,50.0,Yet to convert Lead
USR1029,24,FEMALE,Hyderabad,Looking for Job,Government Employee,social_media,JNR1002MG,Lead Stage,successful,lead_introduction,SNR501MG,2,Cannot afford,Telugu,14.0,Yet to convert Lead
USR1029,24,FEMALE,Hyderabad,Looking for Job,Government Employee,social_media,JNR1002MG,Lead Stage,successful,demo_schedule,SNR501MG,2,Cannot afford,Telugu,14.0,Yet to convert Lead
USR1029,24,FEMALE,Hyderabad,Looking for Job,Government Employee,social_media,JNR1002MG,awareness,successful,post_demo_followup,SNR501MG,2,Cannot afford,Telugu,14.0,Yet to convert Lead
USR1030,21,FEMALE,Kochi,Degree,Government Employee,email_marketing,JNR1002MG,Lead Stage,unsuccessful,lead_introduction,SNR501MG,2,Student not interested in domain,Telugu,17.0,Yet to convert Lead
USR1030,21,FEMALE,Kochi,Degree,Government Employee,email_marketing,JNR1002MG,Lead Stage,successful,lead_introduction,SNR501MG,2,Student not interested in domain,Telugu,17.0,Yet to convert Lead
USR1030,21,FEMALE,Kochi,Degree,Government Employee,email_marketing,JNR1002MG,Lead Stage,successful,demo_schedule,SNR501MG,2,Student not interested in domain,Telugu,17.0,Yet to convert Lead
USR1030,21,FEMALE,Kochi,Degree,Government Employee,email_marketing,JNR1002MG,awareness,successful,post_demo_followup,SNR501MG,2,Student not interested in domain,Telugu,17.0,Yet to convert Lead
USR1030,21,FEMALE,Kochi,Degree,Government Employee,email_marketing,JNR1002MG,awareness,successful,followup_for_consideration,SNR501MG,2,Student not interested in domain,Telugu,17.0,Yet to convert Lead
